client_id,cluster,client_type,gender,country,region,acquisition_purpose,loan_applied,referral_channel,age,satisfaction_score,property_count,total_property_value,average_property_value,average_floor_area
C1019,3,Individual,F,USA,Nevada,Home,No,Client,50,2,3,1167255.18,389085.06,1325.0800000000002
C1020,0,Individual,F,USA,California,Home,No,Agency,31,3,4,1248826.8599999999,312206.71499999997,994.0725
C1021,3,Individual,M,USA,California,Investment,No,Client,51,1,4,1554739.9,388684.975,1340.7775000000001
C1022,0,Individual,F,USA,Colorado,Home,No,Agency,41,1,4,1389709.13,347427.2825,1122.0925
C1023,1,Individual,F,USA,Nevada,Home,Yes,Website,72,1,3,1336237.87,445412.62333333335,1599.3433333333332
C1024,4,Individual,M,USA,Arizona,Investment,No,Agency,56,2,3,1351032.92,450344.30666666664,1510.3766666666668
C1025,3,Individual,F,USA,California,Home,No,Client,79,1,3,738424.1799999999,246141.3933333333,735.3566666666667
C1026,4,Individual,M,USA,California,Investment,No,Agency,34,1,3,1440775.1,480258.3666666667,1452.2633333333333
C1027,3,Individual,M,USA,California,Investment,Yes,Client,49,1,3,1554407.81,518135.9366666667,1649.26
C1028,1,Individual,M,USA,California,Home,Yes,Website,83,1,4,1143826.71,285956.6775,984.12
C1029,0,Individual,M,Australia,Victoria,Home,No,Agency,76,1,3,946560.97,315520.3233333333,1049.3799999999999
C1030,2,Individual,F,USA,Ohio,Home,No,Website,65,4,4,1353543.06,338385.765,1070.475
C1031,7,Individual,M,UK,England,Home,No,Website,36,1,3,1011333.2,337111.06666666665,1088.5866666666668
C1032,7,Individual,M,USA,Nevada,Home,No,Website,49,5,4,1494289.73,373572.4325,1086.2275
C1033,7,Individual,M,France,Ile-de-France,Home,No,Website,63,2,4,1496120.51,374030.1275,1313.38
C1034,3,Individual,F,USA,Colorado,Home,No,Client,46,5,4,1200049.6,300012.4,970.375
C1035,7,Individual,M,USA,Virginia,Home,No,Website,64,2,4,1528550.1300000001,382137.53250000003,1227.17
C1036,0,Individual,F,USA,Oregon,Home,No,Agency,37,2,3,1176436.08,392145.36000000004,1350.4933333333333
C1037,1,Company,M,Mexico,Baja California,Home,Yes,Website,56,2,3,1115637.13,371879.0433333333,1190.3133333333333
C1038,5,Individual,M,USA,California,Investment,No,Website,66,3,3,907128.2000000001,302376.0666666667,939.3299999999999
C1039,8,Individual,M,USA,California,Home,Yes,Agency,63,1,4,1428452.94,357113.235,1210.7375000000002
C1040,6,Individual,M,USA,California,Investment,Yes,Website,85,5,3,901095.79,300365.26333333337,992.2199999999999
C1041,1,Individual,F,USA,Nevada,Home,Yes,Website,35,5,3,1150040.79,383346.93,1303.7766666666666
C1042,0,Individual,F,USA,Nevada,Home,No,Agency,80,2,4,1325783.46,331445.865,1122.0925
C1043,2,Individual,F,USA,Washington,Home,No,Website,26,5,3,1067911.8599999999,355970.61999999994,1357.1933333333334
C1044,5,Individual,M,USA,Nevada,Investment,No,Website,54,5,4,1368036.3900000001,342009.09750000003,1145.535
C1045,2,Individual,F,USA,New York,Home,No,Website,83,3,3,974840.03,324946.6766666667,1060.1133333333335
C1046,1,Individual,F,Canada,Quebec,Home,Yes,Website,56,4,4,1301128.39,325282.0975,1049.6999999999998
C1047,7,Individual,M,USA,Virginia,Home,No,Website,41,3,3,1333737.83,444579.2766666667,1454.5733333333335
C1048,4,Individual,F,USA,Oregon,Investment,No,Agency,55,1,3,1349339.41,449779.8033333333,1439.256666666667
C1049,5,Individual,F,USA,California,Investment,No,Website,85,5,3,1214294.1600000001,404764.72000000003,1451.5366666666669
C1050,1,Individual,M,USA,Georgia,Home,Yes,Website,70,4,4,1274655.09,318663.7725,1192.72
C1051,8,Individual,F,USA,Virginia,Home,Yes,Agency,67,1,3,894972.26,298324.08666666667,1016.7433333333333
C1052,8,Individual,F,USA,Utah,Home,Yes,Agency,72,1,4,1008000.54,252000.135,836.9425
C1053,1,Individual,M,Mexico,Nuevo Leon,Home,Yes,Website,51,2,3,1280976.9,426992.3,1336.61
C1054,1,Individual,M,USA,Arizona,Home,Yes,Website,36,2,3,837920.5800000001,279306.86000000004,879.3433333333332
C1055,6,Individual,M,USA,New York,Investment,Yes,Website,53,2,3,811498.78,270499.5933333333,926.3966666666666
C1056,1,Individual,M,USA,Colorado,Home,Yes,Website,46,1,3,1436352.77,478784.25666666665,1754.9366666666667
C1057,5,Individual,M,USA,Nevada,Investment,No,Website,31,5,4,1430593.53,357648.3825,1301.4
C1058,1,Individual,F,Germany,Bavaria,Home,Yes,Website,52,3,4,1526007.8199999998,381501.95499999996,1190.4075
C1059,2,Individual,F,USA,California,Home,No,Website,47,4,3,1266979.76,422326.58666666667,1422.97
C1060,0,Individual,M,USA,Nevada,Home,No,Agency,85,5,3,1167625.18,389208.3933333333,1321.5033333333333
C1061,2,Individual,F,UK,Scotland,Home,No,Website,65,1,4,1689767.29,422441.8225,1422.9925
C1062,0,Individual,M,USA,California,Home,No,Agency,50,4,4,1766882.53,441720.6325,1406.6075
C1063,6,Individual,F,USA,New York,Investment,Yes,Website,37,5,3,1315820.94,438606.98,1354.2933333333333
C1064,1,Individual,M,USA,California,Home,Yes,Website,80,5,3,695434.77,231811.59,883.7466666666668
C1065,3,Individual,M,USA,Georgia,Home,Yes,Client,71,3,3,1107631.34,369210.4466666667,1263.5766666666666
C1066,2,Individual,F,Australia,Victoria,Home,No,Website,84,1,4,1208868.77,302217.1925,990.9875000000001
C1067,4,Individual,M,Mexico,Jalisco,Investment,No,Agency,83,4,3,849001.36,283000.4533333333,904.0466666666667
C1068,2,Individual,F,USA,California,Home,No,Agency,41,3,3,1403831.31,467943.77,1609.0333333333335
C1069,8,Individual,M,USA,Virginia,Home,Yes,Agency,33,3,3,1323760.8399999999,441253.6133333333,1413.0600000000002
C1070,2,Individual,F,Germany,Bavaria,Home,No,Agency,74,5,3,1286265.1400000001,428755.0466666667,1471.8999999999999
C1071,0,Individual,M,USA,Texas,Home,No,Agency,59,2,4,1047375.62,261843.905,874.6275
C1072,0,Individual,F,USA,Utah,Home,No,Agency,63,3,3,829884.93,276628.31,979.0866666666667
C1073,5,Individual,M,USA,California,Investment,No,Website,70,2,4,1197808.83,299452.2075,952.0525
C1074,7,Individual,M,UK,Northern Ireland,Home,No,Website,71,1,3,1004700.45,334900.14999999997,1092.5400000000002
C1075,2,Individual,F,Mexico,Baja California,Home,No,Website,50,3,4,1178400.08,294600.02,984.9525
C1076,4,Individual,F,USA,Florida,Investment,No,Agency,45,3,3,884169.44,294723.14666666667,976.8166666666666
C1077,4,Individual,M,USA,Texas,Investment,No,Agency,43,2,4,1467449.24,366862.31,1245.935
C1078,0,Individual,M,USA,Ohio,Home,No,Agency,85,1,3,1247337.58,415779.19333333336,1303.7766666666666
C1079,6,Individual,M,USA,California,Investment,Yes,Website,66,4,3,1151228.31,383742.77,1336.61
C1080,4,Individual,F,UK,England,Investment,No,Agency,69,4,4,1594795.52,398698.88,1425.28
C1081,8,Company,M,Russia,Novosibirsk,Home,Yes,Agency,51,4,3,1006584.7,335528.23333333334,1203.39
C1082,6,Individual,F,USA,Oregon,Investment,Yes,Website,32,5,3,829499.85,276499.95,953.1133333333333
C1083,4,Individual,F,USA,Colorado,Investment,No,Agency,75,4,4,1145122.1,286280.525,939.4875
C1084,0,Individual,F,France,Ile-de-France,Home,No,Agency,36,4,4,1357921.15,339480.2875,1136.6925
C1085,3,Individual,F,Australia,Queensland,Investment,No,Client,78,1,3,797675.03,265891.6766666667,994.8266666666667
C1086,1,Individual,M,USA,Colorado,Home,Yes,Website,69,1,4,1339827.27,334956.8175,1030.21
C1087,7,Individual,M,USA,Colorado,Home,No,Website,42,3,4,1878433.21,469608.3025,1575.1075
C1088,8,Individual,M,USA,Utah,Home,Yes,Agency,27,4,3,802271.19,267423.73,883.7466666666666
C1089,1,Individual,F,USA,Utah,Home,Yes,Website,63,1,4,959344.08,239836.02,828.375
C1090,3,Individual,F,Canada,Alberta,Home,Yes,Client,63,3,3,1217272.58,405757.5266666667,1396.0966666666666
C1091,8,Individual,M,USA,Nevada,Home,Yes,Agency,41,1,3,741797.49,247265.83,853.6566666666668
C1092,5,Individual,M,USA,Oregon,Investment,No,Website,29,2,3,1213248.05,404416.01666666666,1452.2633333333333
C1093,1,Individual,M,USA,Oregon,Home,Yes,Website,45,1,3,805402.8300000001,268467.61000000004,900.46
C1094,1,Individual,F,USA,Washington,Home,Yes,Website,65,2,4,1631407.56,407851.89,1273.5475000000001
C1095,0,Individual,F,USA,California,Home,No,Agency,85,3,4,1454366.24,363591.56,1264.0125
C1096,3,Individual,F,USA,New York,Home,No,Client,60,2,4,1756661.91,439165.4775,1339.695
C1097,8,Individual,F,Canada,Alberta,Home,Yes,Agency,63,3,3,1064342.81,354780.9366666667,1162.6166666666666
C1098,3,Individual,M,USA,California,Investment,No,Client,49,3,3,1187774.23,395924.74333333335,1290.0866666666668
C1099,0,Individual,F,USA,Colorado,Home,No,Agency,53,3,4,1426501.12,356625.28,1153.0825
C1100,7,Individual,M,Russia,Novosibirsk,Home,No,Website,85,1,4,1314225.5899999999,328556.39749999996,1042.1725000000001
C1101,7,Individual,M,Belgium,Flanders,Home,No,Website,62,5,4,1037914.4299999999,259478.60749999998,868.5725
C1102,0,Company,M,Germany,Berlin,Home,No,Agency,65,2,4,1248456.03,312114.0075,993.0625
C1103,0,Individual,M,Belgium,Wallonia,Home,No,Agency,64,4,4,1206840.81,301710.2025,997.415
C1104,6,Individual,M,USA,Utah,Investment,Yes,Website,27,5,3,893996.19,297998.73,1025.0133333333333
C1105,1,Individual,M,USA,Nevada,Home,Yes,Website,86,3,4,1623510.31,405877.5775,1365.9450000000002
C1106,0,Individual,M,USA,California,Home,No,Agency,43,1,3,773499.85,257833.28333333333,842.68
C1107,7,Individual,M,Canada,British Columbia,Home,No,Website,78,1,3,1156527.59,385509.1966666667,1268.0466666666669
C1108,2,Individual,F,Australia,South Australia,Home,No,Website,31,4,3,1069904.1,356634.7,1238.36
C1109,3,Individual,F,USA,California,Home,Yes,Client,58,1,4,1756965.37,439241.3425,1458.93
C1110,1,Individual,M,USA,New York,Home,Yes,Website,48,5,4,1445458.33,361364.5825,1152.9099999999999
C1111,1,Company,M,USA,California,Home,Yes,Website,58,4,3,885146.14,295048.7133333333,897.3100000000001
C1112,6,Individual,M,USA,Nevada,Investment,Yes,Website,44,3,3,961599.4199999999,320533.13999999996,975.9433333333333
C1113,3,Individual,F,USA,Texas,Investment,No,Client,51,2,4,1162770.88,290692.72,942.0350000000001
C1114,2,Individual,F,USA,California,Home,No,Website,33,3,3,872825.73,290941.91,1072.7266666666667
C1115,8,Individual,M,USA,Colorado,Home,Yes,Agency,52,3,3,1054599.19,351533.0633333333,1108.9966666666667
C1116,8,Individual,F,USA,California,Home,Yes,Agency,34,1,3,766951.9500000001,255650.65000000002,879.3433333333332
C1117,1,Individual,F,Mexico,Mexico City,Home,Yes,Website,70,5,4,1149629.49,287407.3725,1047.99
C1118,6,Company,M,UK,Scotland,Investment,Yes,Website,56,2,3,859368.99,286456.33,983.3166666666666
C1119,1,Individual,M,USA,Oregon,Home,Yes,Website,84,1,3,938703.6599999999,312901.22,949.9033333333333
C1120,2,Individual,F,USA,Arizona,Home,No,Website,46,1,4,1371211.29,342802.8225,1123.6174999999998
C1121,3,Individual,F,USA,California,Home,No,Client,40,1,3,1014661.78,338220.5933333333,1124.5
C1122,2,Individual,F,USA,California,Home,No,Website,83,4,4,1558949.2,389737.3,1208.8775
C1123,0,Individual,M,USA,Virginia,Home,No,Agency,74,5,3,1241771.44,413923.8133333333,1283.7066666666667
C1124,6,Individual,F,USA,Oregon,Investment,Yes,Website,49,5,4,1272190.01,318047.5025,1040.8899999999999
C1125,0,Individual,M,USA,Oregon,Home,No,Agency,84,3,3,1186907.08,395635.69333333336,1332.34
C1126,1,Company,M,USA,Virginia,Home,Yes,Website,42,1,3,893488.2,297829.39999999997,1015.9399999999999
C1127,5,Individual,F,UK,England,Investment,No,Website,82,1,3,838728.4,279576.13333333336,932.37
C1128,5,Individual,M,USA,California,Investment,No,Website,42,1,3,1186634.53,395544.8433333333,1330.8533333333332
C1129,4,Individual,F,USA,Colorado,Investment,No,Agency,80,5,4,1463125.26,365781.315,1219.4375
C1130,2,Individual,F,USA,Arizona,Home,No,Website,38,5,4,1326217.01,331554.2525,1009.23
C1131,5,Individual,F,USA,California,Investment,No,Website,41,3,3,1210500.79,403500.26333333337,1317.7333333333333
C1132,1,Individual,M,USA,New York,Home,Yes,Website,43,2,3,1383901.27,461300.42333333334,1448.82
C1133,5,Individual,M,USA,Oregon,Investment,No,Website,32,3,4,1427019.92,356754.98,1210.7375000000002
C1134,5,Individual,F,USA,California,Investment,No,Website,82,1,4,1088583.78,272145.945,905.0375
C1135,3,Individual,F,Russia,Moscow Oblast,Investment,Yes,Client,26,5,3,1186082.75,395360.9166666667,1303.4733333333334
C1136,8,Individual,F,USA,California,Home,Yes,Agency,60,3,3,1016844.64,338948.2133333333,1023.8800000000001
C1137,8,Individual,F,USA,Nevada,Home,Yes,Agency,39,4,3,1114902.43,371634.1433333333,1140.1733333333334
C1138,7,Individual,M,USA,Oregon,Home,No,Website,61,1,3,840602.9199999999,280200.9733333333,952.0733333333334
C1139,3,Individual,F,USA,California,Home,Yes,Client,29,4,3,1297382.59,432460.86333333334,1439.256666666667
C1140,1,Individual,M,USA,Florida,Home,Yes,Website,49,1,3,1275809.71,425269.9033333333,1277.2733333333333
C1141,5,Individual,F,USA,Arizona,Investment,No,Website,25,3,3,990242.33,330080.7766666667,1101.55
C1142,8,Individual,F,USA,Colorado,Home,Yes,Agency,77,2,4,1492680.13,373170.0325,1222.37
C1143,1,Individual,M,USA,Arizona,Home,Yes,Website,31,2,3,1108329.67,369443.2233333333,1343.8166666666666
C1144,3,Individual,F,USA,Georgia,Investment,No,Client,47,4,4,1244666.12,311166.53,1027.0725
C1145,7,Individual,M,USA,Nevada,Home,No,Website,32,5,3,1118850.31,372950.10333333333,1267.4066666666668
C1146,5,Individual,M,USA,California,Investment,No,Website,34,2,3,1037824.43,345941.4766666667,1136.0866666666668
C1147,2,Individual,F,USA,Utah,Home,No,Website,47,3,3,905314.84,301771.61333333334,1010.5300000000001
C1148,8,Individual,M,Australia,New South Wales,Home,Yes,Agency,34,1,3,1083677.57,361225.8566666667,1221.3833333333334
C1149,0,Individual,F,Russia,Tatarstan,Home,No,Agency,45,3,4,1277449.99,319362.4975,1053.27
C1150,4,Individual,F,USA,Nevada,Investment,No,Agency,33,4,3,1476970.3,492323.43333333335,1550.1266666666668
C1151,5,Individual,M,USA,Arizona,Investment,No,Website,62,2,4,1760000.3399999999,440000.08499999996,1350.2175
C1152,7,Individual,M,USA,Georgia,Home,No,Website,48,1,4,1654928.32,413732.08,1374.585
C1153,7,Individual,M,USA,California,Home,No,Website,34,1,3,1007630.0,335876.6666666667,1170.3533333333332
C1154,8,Individual,M,USA,Utah,Home,Yes,Agency,69,5,4,1373889.96,343472.49,1135.325
C1155,7,Individual,M,USA,California,Home,No,Website,48,5,3,1577625.0,525875.0,1679.1066666666666
C1156,0,Individual,F,USA,Virginia,Home,No,Agency,69,4,3,859956.66,286652.22000000003,1008.13
C1157,5,Individual,M,Canada,Alberta,Investment,No,Website,81,2,4,894080.38,223520.095,716.4525
C1158,5,Individual,F,USA,California,Investment,No,Website,70,2,3,941360.29,313786.76333333337,972.0533333333333
C1159,6,Individual,M,USA,Nevada,Investment,Yes,Website,85,1,3,1170550.92,390183.63999999996,1175.6833333333334
C1160,1,Individual,M,USA,Florida,Home,Yes,Website,45,2,4,1359425.8599999999,339856.46499999997,1101.9875
C1161,6,Individual,M,Canada,Alberta,Investment,Yes,Website,31,3,4,2022416.31,505604.0775,1486.3274999999999
C1162,5,Individual,M,USA,California,Investment,No,Website,63,2,4,1116223.63,279055.9075,872.6800000000001
C1163,1,Individual,M,USA,California,Home,Yes,Website,27,3,4,1202709.18,300677.295,1059.8375
C1164,8,Individual,F,Belgium,Wallonia,Home,Yes,Agency,57,3,4,1315287.03,328821.7575,1169.615
C1165,2,Individual,F,Russia,Moscow Oblast,Home,No,Website,31,1,3,970705.3999999999,323568.4666666666,1079.9266666666665
C1166,5,Individual,M,USA,New York,Investment,No,Website,34,1,4,1163601.79,290900.4475,939.4875
C1167,7,Individual,M,UK,Scotland,Home,No,Website,58,3,3,1163104.83,387701.61000000004,1193.7733333333333
C1168,8,Individual,F,Germany,Hamburg,Home,Yes,Agency,27,2,4,1081069.19,270267.2975,901.245
C1169,8,Individual,M,Russia,Saint Petersburg,Home,Yes,Agency,32,5,4,900300.22,225075.055,832.615
C1170,1,Individual,F,USA,Nevada,Home,Yes,Website,35,1,4,1165955.62,291488.905,1009.9325
C1171,6,Individual,F,USA,California,Investment,Yes,Website,41,4,4,1561809.25,390452.3125,1276.9875
C1172,2,Individual,F,USA,Nevada,Home,No,Website,83,5,4,1240274.79,310068.6975,990.4475
C1173,5,Individual,F,Canada,Manitoba,Investment,No,Website,41,1,4,1261072.17,315268.0425,1014.9825
C1174,0,Individual,M,USA,Nevada,Home,No,Agency,43,2,4,1414798.99,353699.7475,1244.8049999999998
C1175,2,Individual,F,USA,California,Home,No,Website,66,2,4,1766232.62,441558.155,1449.3775
C1176,6,Individual,F,USA,California,Investment,Yes,Agency,50,4,3,1003328.89,334442.9633333333,1170.3533333333332
C1177,4,Individual,M,USA,California,Investment,No,Agency,27,2,4,1047224.2699999999,261806.06749999998,816.1600000000001
C1178,0,Individual,F,USA,California,Home,No,Agency,75,1,3,744651.07,248217.02333333332,801.46
C1179,0,Individual,F,USA,California,Home,No,Agency,34,4,3,848152.02,282717.34,1045.8666666666668
C1180,1,Individual,F,Belgium,Brussels,Home,Yes,Website,30,2,4,1111089.24,277772.31,1050.5725
C1181,5,Individual,F,USA,Nevada,Investment,No,Website,69,5,3,743723.3099999999,247907.77,939.3299999999999
C1182,6,Individual,M,Germany,Bavaria,Investment,Yes,Website,64,3,4,1522183.38,380545.845,1269.065
C1183,5,Individual,M,USA,Arizona,Investment,No,Website,32,1,4,1364593.88,341148.47,1088.3825
C1184,1,Individual,M,France,Ile-de-France,Home,No,Website,72,2,3,500255.63,166751.87666666668,624.2366666666667
C1185,7,Individual,M,USA,California,Home,No,Website,25,3,4,1218570.99,304642.7475,1029.9125
C1186,1,Individual,F,USA,Nevada,Home,Yes,Website,47,3,3,1141153.96,380384.6533333333,1221.6766666666665
C1187,2,Individual,F,USA,Nevada,Home,No,Website,63,4,3,1097539.23,365846.41,1092.5066666666667
C1188,3,Individual,M,Canada,Alberta,Home,No,Client,30,1,4,1437535.25,359383.8125,1190.4075
C1189,3,Individual,M,USA,Florida,Home,Yes,Client,62,2,4,1180295.09,295073.7725,989.2175
C1190,3,Individual,F,USA,Texas,Home,No,Client,79,4,4,1358669.02,339667.255,1115.61
C1191,5,Individual,F,USA,California,Investment,No,Website,75,3,3,1095538.81,365179.60333333333,1357.1933333333334
C1192,7,Individual,M,USA,Florida,Home,No,Website,26,5,4,1111237.94,277809.485,941.135
C1193,2,Individual,F,UK,England,Home,No,Website,50,1,4,946796.24,236699.06,716.4525
C1194,2,Individual,F,USA,Colorado,Home,No,Website,82,1,3,1084957.53,361652.51,1263.8633333333335
C1195,8,Individual,F,USA,California,Home,Yes,Agency,35,4,4,1118238.91,279559.7275,910.925
C1196,0,Individual,M,USA,Nevada,Home,No,Agency,70,2,4,1731153.76,432788.44,1356.32
C1197,2,Individual,F,USA,Arizona,Home,No,Website,66,4,3,1439595.57,479865.19,1471.4466666666667
C1198,2,Individual,F,USA,New York,Home,No,Agency,65,1,3,1415391.5899999999,471797.1966666666,1493.243333333333
C1199,7,Individual,M,USA,Colorado,Home,No,Website,82,2,4,1013002.89,253250.7225,910.2925
C1200,0,Individual,M,USA,Utah,Home,No,Agency,56,4,4,1789601.3299999998,447400.33249999996,1422.9925
C1201,6,Individual,M,USA,Oregon,Investment,Yes,Website,25,1,4,1063833.91,265958.4775,896.2525
C1202,6,Company,M,Canada,Quebec,Investment,Yes,Website,40,5,4,1527115.1600000001,381778.79000000004,1263.775
C1203,1,Individual,F,USA,Arizona,Home,Yes,Website,63,2,3,1083378.55,361126.18333333335,1329.57
C1204,6,Individual,M,Mexico,Puebla,Investment,Yes,Website,33,2,3,1231356.24,410452.08,1280.28
C1205,7,Individual,M,Belgium,Flanders,Home,No,Website,66,4,3,968123.38,322707.79333333333,1076.69
C1206,5,Individual,F,USA,California,Investment,No,Website,68,5,3,941726.19,313908.73,1140.3999999999999
C1207,8,Individual,F,USA,Texas,Home,Yes,Agency,52,5,4,1084392.98,271098.245,1010.095
C1208,7,Individual,M,USA,Colorado,Home,No,Website,48,1,3,1277019.82,425673.2733333334,1477.03
C1209,1,Individual,F,USA,California,Home,Yes,Website,47,4,4,1201633.01,300408.2525,1123.3175
C1210,5,Individual,M,USA,California,Investment,No,Website,34,1,4,1146800.83,286700.2075,897.47
C1211,1,Individual,F,Canada,British Columbia,Home,Yes,Website,29,5,4,1447927.02,361981.755,1167.105
C1212,0,Individual,M,USA,California,Home,No,Agency,68,1,4,1052290.76,263072.69,904.0100000000001
C1213,2,Individual,F,Canada,Manitoba,Home,No,Website,32,5,3,829461.56,276487.1866666667,899.9899999999999
C1214,2,Individual,F,USA,Florida,Home,No,Agency,25,1,4,1725018.4100000001,431254.60250000004,1446.1125
C1215,7,Individual,M,USA,California,Home,No,Website,31,3,3,1140423.3800000001,380141.1266666667,1104.51
C1216,2,Individual,F,France,Normandy,Home,No,Website,28,4,3,1191384.37,397128.12333333335,1464.8466666666666
C1217,6,Individual,M,USA,California,Investment,Yes,Website,29,4,3,1007204.78,335734.9266666667,1186.4366666666667
C1218,1,Individual,F,USA,California,Home,Yes,Website,84,1,4,1308613.5699999998,327153.39249999996,1121.525
C1219,1,Individual,F,USA,Arizona,Home,Yes,Website,42,1,3,867409.27,289136.42333333334,1074.6233333333332
C1220,6,Individual,F,USA,Colorado,Investment,Yes,Website,58,4,4,1471199.75,367799.9375,1254.045
C1221,4,Individual,F,USA,Nevada,Investment,No,Agency,41,2,3,1354868.93,451622.9766666666,1565.3233333333335
C1222,7,Individual,M,USA,Utah,Home,No,Website,57,4,3,1319349.8599999999,439783.2866666666,1362.3833333333334
C1223,2,Individual,F,USA,Washington,Home,No,Website,73,4,3,1072582.78,357527.5933333333,1369.7300000000002
C1224,3,Individual,M,USA,New York,Investment,Yes,Client,83,5,3,827238.27,275746.09,964.2666666666665
C1225,7,Individual,M,USA,Oregon,Home,No,Website,35,2,3,1122587.7,374195.89999999997,1168.3366666666668
C1226,7,Individual,M,USA,Utah,Home,No,Website,36,4,3,972596.1300000001,324198.71,1082.8966666666668
C1227,8,Individual,M,USA,Colorado,Home,Yes,Agency,38,3,4,2151534.73,537883.6825,1676.3825
C1228,7,Individual,M,USA,California,Home,No,Website,71,2,3,1058718.77,352906.25666666665,1124.5
C1229,1,Individual,F,UK,Scotland,Home,Yes,Website,31,1,3,1185126.78,395042.26,1303.4733333333334
C1230,3,Individual,M,USA,California,Home,No,Client,40,5,3,759973.15,253324.38333333333,801.46
C1231,0,Individual,F,USA,California,Home,No,Agency,71,2,3,859705.1699999999,286568.38999999996,922.6666666666666
C1232,2,Individual,F,Canada,British Columbia,Home,No,Website,36,3,4,1527373.03,381843.2575,1173.8125
C1233,7,Individual,M,USA,Utah,Home,No,Website,46,4,3,936287.8,312095.93333333335,1078.7866666666666
C1234,5,Individual,F,USA,Colorado,Investment,No,Website,68,1,4,1463190.28,365797.57,1278.045
C1235,7,Individual,M,USA,Arizona,Home,No,Website,68,2,4,1271344.1099999999,317836.02749999997,1025.3225
C1236,1,Individual,M,USA,Arizona,Home,Yes,Website,53,4,4,1747766.02,436941.505,1415.4825
C1237,6,Individual,F,UK,Wales,Investment,Yes,Website,82,4,3,688233.74,229411.24666666667,775.5666666666666
C1238,8,Individual,M,USA,Nevada,Home,Yes,Agency,79,1,4,1648873.57,412218.3925,1343.6575
C1239,0,Individual,F,USA,Oregon,Home,No,Agency,72,3,4,1457041.08,364260.27,1114.2125
C1240,6,Individual,F,USA,Nevada,Investment,Yes,Website,41,4,3,1018594.4400000001,339531.48000000004,1104.51
C1241,0,Individual,F,USA,California,Home,No,Agency,52,1,4,1157084.5899999999,289271.14749999996,948.835
C1242,1,Individual,M,USA,California,Home,Yes,Website,64,3,3,1055842.78,351947.5933333333,1138.4233333333334
C1243,7,Individual,M,USA,Colorado,Home,No,Website,77,1,4,1419502.04,354875.51,1246.6175
C1244,6,Individual,M,USA,Utah,Investment,Yes,Website,33,5,3,1438309.93,479436.6433333333,1513.17
C1245,8,Individual,M,USA,California,Home,Yes,Agency,62,3,3,1422519.51,474173.17,1529.4633333333334
C1246,0,Individual,F,Canada,Alberta,Home,No,Agency,82,2,3,859984.47,286661.49,980.8699999999999
C1247,5,Individual,F,USA,Nevada,Investment,No,Website,68,2,4,1774416.3199999998,443604.07999999996,1489.73
C1248,0,Individual,F,USA,Arizona,Home,No,Agency,49,3,3,786895.89,262298.63,899.62
C1249,5,Individual,F,USA,California,Investment,No,Website,54,1,4,1289938.6400000001,322484.66000000003,1146.0149999999999
C1250,0,Individual,M,USA,Nevada,Home,No,Agency,75,5,3,1582661.61,527553.87,1674.54
C1251,5,Individual,M,USA,Texas,Investment,No,Website,50,5,4,1246714.37,311678.5925,967.0
C1252,1,Individual,F,USA,Arizona,Home,Yes,Website,63,3,3,1137673.55,379224.51666666666,1221.6766666666665
C1253,0,Individual,M,USA,California,Home,No,Agency,34,2,3,767162.2200000001,255720.74000000002,814.3533333333334
C1254,8,Individual,M,USA,California,Home,Yes,Agency,69,5,4,1604050.8800000001,401012.72000000003,1279.9
C1255,0,Individual,M,USA,California,Home,No,Agency,26,3,4,1105130.19,276282.5475,942.035
C1256,4,Company,F,USA,California,Investment,No,Agency,53,4,3,1227293.02,409097.67333333334,1357.1933333333334
C1257,8,Individual,M,USA,California,Home,Yes,Agency,34,5,3,850550.13,283516.71,893.3766666666667
C1258,2,Individual,F,USA,Nevada,Home,No,Website,56,1,4,1015636.19,253909.0475,821.355
C1259,6,Individual,M,USA,California,Investment,Yes,Agency,54,3,4,1256766.51,314191.6275,1004.1575
C1260,2,Individual,F,USA,California,Home,No,Agency,33,2,4,1633449.34,408362.335,1423.1725
C1261,3,Individual,M,USA,Utah,Home,No,Client,49,3,3,1491163.72,497054.5733333333,1504.28
C1262,4,Individual,F,USA,California,Investment,No,Agency,75,4,3,961425.37,320475.12333333335,1077.3233333333335
C1263,4,Individual,M,USA,California,Investment,No,Agency,74,3,4,1975384.2000000002,493846.05000000005,1602.67
C1264,4,Individual,F,USA,California,Investment,No,Agency,26,1,3,1287173.46,429057.82,1452.2633333333333
C1265,8,Individual,M,USA,Washington,Home,Yes,Agency,82,1,3,1070432.96,356810.98666666663,1325.71
C1266,7,Individual,M,UK,England,Home,No,Website,73,2,4,1204291.73,301072.9325,1101.9875
C1267,1,Individual,F,USA,Colorado,Home,Yes,Website,60,3,3,1399933.8800000001,466644.6266666667,1529.4633333333334
C1268,6,Individual,F,UK,Northern Ireland,Investment,Yes,Website,30,1,3,968928.25,322976.0833333333,1003.3133333333334
C1269,7,Individual,M,USA,California,Home,No,Website,61,5,3,1046535.0,348845.0,1169.0466666666669
C1270,2,Individual,F,USA,Texas,Home,No,Agency,47,4,3,1310435.53,436811.8433333333,1465.92
C1271,8,Individual,M,USA,California,Home,Yes,Agency,33,2,4,1296911.85,324227.9625,1040.5175
C1272,1,Individual,M,France,Occitanie,Home,Yes,Website,84,1,3,778830.7999999999,259610.26666666663,899.62
C1273,7,Individual,M,Canada,Alberta,Home,No,Website,57,5,3,1462080.32,487360.1066666667,1592.1233333333332
